id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_subphylum_name,taxon_superclass_name,taxon_class_name,taxon_subclass_name,taxon_superorder_name,taxon_order_name,taxon_suborder_name,taxon_superfamily_name,taxon_family_name,taxon_subfamily_name,taxon_supertribe_name,taxon_tribe_name,taxon_subtribe_name,taxon_genus_name,taxon_genushybrid_name,taxon_species_name,taxon_hybrid_name,taxon_subspecies_name,taxon_variety_name,taxon_form_name,field:depth,field:depth (m),field:water t (°c)
54110563,2019/06/12 11:16 AM -0400,2019-06-12,2019-06-12 15:16:00 UTC,Santiago,1573807,gonzalobravopatagonia,Gonzalo Bravo,2020-07-24 00:05:27 UTC,2020-07-30 15:29:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/54110563,https://inaturalist-open-data.s3.amazonaws.com/photos/86080523/medium.jpg,,Sebastes oculatus,,2,0,false,,"Florentino Ameghino, Chubut, Argentina",-44.3408975933,-65.221524755,,,,,,,open,false,,,Sebastes oculatus,Sebastes oculatus,Escrófalo,Actinopterygii,620534,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Scorpaenoidei,,Scorpaenidae,Sebastinae,,,,Sebastes,,Sebastes oculatus,,,,,,,
54110566,2019/06/12 11:16 AM -0400,2019-06-12,2019-06-12 15:16:00 UTC,Santiago,1573807,gonzalobravopatagonia,Gonzalo Bravo,2020-07-24 00:05:29 UTC,2020-07-24 00:05:29 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/54110566,https://inaturalist-open-data.s3.amazonaws.com/photos/86080558/medium.jpg,,Asteroidea,,0,0,false,,"Florentino Ameghino, Chubut, Argentina",-44.340908155,-65.2215432383,,,,,,,,false,,,Asteroidea,Asteroidea,Estrellas de mar,Animalia,47668,Animalia,Echinodermata,Asterozoa,,Asteroidea,,,,,,,,,,,,,,,,,,,,
54110569,2019/06/12 11:17 AM -0400,2019-06-12,2019-06-12 15:17:00 UTC,Santiago,1573807,gonzalobravopatagonia,Gonzalo Bravo,2020-07-24 00:05:30 UTC,2020-07-24 03:00:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/54110569,https://inaturalist-open-data.s3.amazonaws.com/photos/86080603/medium.jpg,,Bovichtus argentinus,,1,0,false,,"Florentino Ameghino, Chubut, Argentina",-44.340905305,-65.2215461717,,,,,,,,false,,,Vieja,Bovichtus argentinus,Vieja,Actinopterygii,520294,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Notothenioidei,,Bovichtidae,,,,,Bovichtus,,Bovichtus argentinus,,,,,,,
54110570,2019/06/12 11:17 AM -0400,2019-06-12,2019-06-12 15:17:00 UTC,Santiago,1573807,gonzalobravopatagonia,Gonzalo Bravo,2020-07-24 00:05:30 UTC,2023-02-08 20:22:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/54110570,https://inaturalist-open-data.s3.amazonaws.com/photos/86080639/medium.jpg,,Calliostoma,,4,1,false,,"Florentino Ameghino, Chubut, Argentina",-44.3408926483,-65.2215584933,,,,,,,,false,,,Neocalliostoma militare,Neocalliostoma militare,,Mollusca,1446618,Animalia,Mollusca,,,Gastropoda,Vetigastropoda,,Trochida,,Trochoidea,Calliostomatidae,Calliostomatinae,,,,Neocalliostoma,,Neocalliostoma militare,,,,,,,
54110572,2019/06/12 11:19 AM -0400,2019-06-12,2019-06-12 15:19:00 UTC,Santiago,1573807,gonzalobravopatagonia,Gonzalo Bravo,2020-07-24 00:05:32 UTC,2020-07-24 00:05:32 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/54110572,https://inaturalist-open-data.s3.amazonaws.com/photos/86080662/medium.jpg,,Calcarea,brag096,0,0,false,,"Florentino Ameghino, Chubut, Argentina",-44.3408993533,-65.2215932783,,,,,,,,false,,,Calcarea,Calcarea,Esponjas calcáreas,Animalia,60583,Animalia,Porifera,,,Calcarea,,,,,,,,,,,,,,,,,,,,
54110575,2019/06/12 11:20 AM -0400,2019-06-12,2019-06-12 15:20:00 UTC,Santiago,1573807,gonzalobravopatagonia,Gonzalo Bravo,2020-07-24 00:05:35 UTC,2022-01-24 20:32:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/54110575,https://inaturalist-open-data.s3.amazonaws.com/photos/86080692/medium.jpg,,Cosmasterias lurida,,1,0,false,,"Florentino Ameghino, Chubut, Argentina",-44.340885105,-65.2216124717,,,,,,,,false,,,Common Fjord Sea Star,Cosmasterias lurida,Estrella común de los fiordos,Animalia,629744,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Forcipulatacea,Forcipulatida,,,Stichasteridae,,,,,Cosmasterias,,Cosmasterias lurida,,,,,,,
54110576,2019/06/12 11:21 AM -0400,2019-06-12,2019-06-12 15:21:00 UTC,Santiago,1573807,gonzalobravopatagonia,Gonzalo Bravo,2020-07-24 00:05:35 UTC,2022-11-27 15:40:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/54110576,https://inaturalist-open-data.s3.amazonaws.com/photos/86080727/medium.jpg,,Pinguipes brasilianus,,3,0,false,,"Florentino Ameghino, Chubut, Argentina",-44.3408444517,-65.2217029133,,,,,,,,false,,,Pinguipes brasilianus,Pinguipes brasilianus,Turco,Actinopterygii,448285,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Trachinoidei,,Pinguipedidae,,,,,Pinguipes,,Pinguipes brasilianus,,,,,,,
54110578,2019/06/12 1:34 PM -0400,2019-06-12,2019-06-12 17:34:00 UTC,Santiago,1573807,gonzalobravopatagonia,Gonzalo Bravo,2020-07-24 00:05:38 UTC,2020-07-24 17:49:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/54110578,https://inaturalist-open-data.s3.amazonaws.com/photos/86080758/medium.jpg,,Paramolgula gregaria,,1,0,false,,"Florentino Ameghino, Chubut, Argentina",-44.3349765333,-65.2199211717,,,,,,,,false,,,Paramolgula gregaria,Paramolgula gregaria,,Animalia,800111,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Molgulidae,,,,,Paramolgula,,Paramolgula gregaria,,,,,,,
54110583,2019/06/12 1:34 PM -0400,2019-06-12,2019-06-12 17:34:00 UTC,Santiago,1573807,gonzalobravopatagonia,Gonzalo Bravo,2020-07-24 00:05:39 UTC,2021-03-31 11:35:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/54110583,https://inaturalist-open-data.s3.amazonaws.com/photos/86080790/medium.jpg,,Cosmasterias lurida,,1,0,false,,"Florentino Ameghino, Chubut, Argentina",-44.3349768683,-65.2199188667,,,,,,,,false,,,Common Fjord Sea Star,Cosmasterias lurida,Estrella común de los fiordos,Animalia,629744,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Forcipulatacea,Forcipulatida,,,Stichasteridae,,,,,Cosmasterias,,Cosmasterias lurida,,,,,,,
54110587,2019/06/12 1:34 PM -0400,2019-06-12,2019-06-12 17:34:00 UTC,Santiago,1573807,gonzalobravopatagonia,Gonzalo Bravo,2020-07-24 00:05:40 UTC,2020-07-24 17:58:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/54110587,https://inaturalist-open-data.s3.amazonaws.com/photos/86080834/medium.jpg,,Ascidiella aspersa,,1,0,false,,"Florentino Ameghino, Chubut, Argentina",-44.3349766583,-65.2199178183,,,,,,,,false,,,Ascidiella aspersa,Ascidiella aspersa,,Animalia,199327,Animalia,Chordata,Tunicata,,Ascidiacea,,,Phlebobranchia,,,Ascidiidae,,,,,Ascidiella,,Ascidiella aspersa,,,,,,,
54110588,2019/06/12 1:35 PM -0400,2019-06-12,2019-06-12 17:35:00 UTC,Santiago,1573807,gonzalobravopatagonia,Gonzalo Bravo,2020-07-24 00:05:42 UTC,2020-09-24 18:39:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/54110588,https://inaturalist-open-data.s3.amazonaws.com/photos/86080872/medium.jpg,,Diaulula punctuolata,,1,0,false,,"Florentino Ameghino, Chubut, Argentina",-44.3349740183,-65.219916645,,,,,,,,false,,,Babosa cerda manchada,Diaulula punctuolata,Babosa cerda manchada,Mollusca,355742,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidea,Discodorididae,,,,,Diaulula,,Diaulula punctuolata,,,,,,,
54110592,2019/06/12 1:35 PM -0400,2019-06-12,2019-06-12 17:35:00 UTC,Santiago,1573807,gonzalobravopatagonia,Gonzalo Bravo,2020-07-24 00:05:45 UTC,2020-07-24 00:05:45 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/54110592,https://inaturalist-open-data.s3.amazonaws.com/photos/86080911/medium.jpg,,Cycethra verrucosa,,0,0,false,,"Florentino Ameghino, Chubut, Argentina",-44.33497251,-65.219917065,,,,,,,,false,,,Cycethra verrucosa,Cycethra verrucosa,Estrella blanda de pan de pascua,Animalia,543491,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,Asterinidae,Ganeriinae,,,,Cycethra,,Cycethra verrucosa,,,,,,,
54110594,2019/06/12 1:36 PM -0400,2019-06-12,2019-06-12 17:36:00 UTC,Santiago,1573807,gonzalobravopatagonia,Gonzalo Bravo,2020-07-24 00:05:45 UTC,2020-07-24 00:05:45 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/54110594,https://inaturalist-open-data.s3.amazonaws.com/photos/86080942/medium.jpg,,Porifera,,0,0,false,,"Florentino Ameghino, Chubut, Argentina",-44.3349725933,-65.2199203333,,,,,,,,false,,,Porifera,Porifera,Esponjas y Parientes,Animalia,48824,Animalia,Porifera,,,,,,,,,,,,,,,,,,,,,,,
54110599,2019/06/12 2:00 PM -0400,2019-06-12,2019-06-12 18:00:00 UTC,Santiago,1573807,gonzalobravopatagonia,Gonzalo Bravo,2020-07-24 00:05:48 UTC,2020-07-24 00:10:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/54110599,https://inaturalist-open-data.s3.amazonaws.com/photos/86080964/medium.jpg,,Arbacia dufresnii,,1,0,false,,"Florentino Ameghino, Chubut, Argentina",-44.3350130783,-65.2199724683,,,,,,,,false,,,Arbacia dufresnii,Arbacia dufresnii,Erizo desnudo verde,Animalia,485402,Animalia,Echinodermata,Echinozoa,,Echinoidea,Euechinoidea,,Arbacioida,,,Arbaciidae,,,,,Arbacia,,Arbacia dufresnii,,,,,,,
54110601,2019/06/12 2:30 PM -0400,2019-06-12,2019-06-12 18:30:00 UTC,Santiago,1573807,gonzalobravopatagonia,Gonzalo Bravo,2020-07-24 00:05:50 UTC,2020-07-24 00:05:50 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/54110601,https://inaturalist-open-data.s3.amazonaws.com/photos/86081015/medium.jpg,,Porifera,,0,0,false,,"Florentino Ameghino, Chubut, Argentina",-44.330612495,-65.2359964217,,,,,,,,false,,,Porifera,Porifera,Esponjas y Parientes,Animalia,48824,Animalia,Porifera,,,,,,,,,,,,,,,,,,,,,,,
54110604,2019/06/12 2:30 PM -0400,2019-06-12,2019-06-12 18:30:00 UTC,Santiago,1573807,gonzalobravopatagonia,Gonzalo Bravo,2020-07-24 00:05:52 UTC,2022-02-28 18:32:54 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/54110604,https://inaturalist-open-data.s3.amazonaws.com/photos/86081036/medium.jpg,,Anasterias antartica,,1,0,false,,"Florentino Ameghino, Chubut, Argentina",-44.3306101317,-65.23599493,,,,,,,,false,,,Cinderella Sea Star,Anasterias antarctica,,Animalia,542244,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Forcipulatacea,Forcipulatida,,,Asteriidae,,,,,Anasterias,,Anasterias antarctica,,,,,,,
54110610,2019/06/12 2:30 PM -0400,2019-06-12,2019-06-12 18:30:00 UTC,Santiago,1573807,gonzalobravopatagonia,Gonzalo Bravo,2020-07-24 00:05:55 UTC,2020-07-24 17:57:31 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/54110610,https://inaturalist-open-data.s3.amazonaws.com/photos/86081060/medium.jpg,,Polyzoa opuntia,,1,0,false,,"Florentino Ameghino, Chubut, Argentina",-44.3306092933,-65.23599493,,,,,,,,false,,,Polyzoa opuntia,Polyzoa opuntia,,Animalia,410575,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Styelidae,,,,,Polyzoa,,Polyzoa opuntia,,,,,,,
54110611,2019/06/12 2:31 PM -0400,2019-06-12,2019-06-12 18:31:00 UTC,Santiago,1573807,gonzalobravopatagonia,Gonzalo Bravo,2020-07-24 00:05:56 UTC,2022-11-27 15:40:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/54110611,https://inaturalist-open-data.s3.amazonaws.com/photos/86081077/medium.jpg,,Pinguipes brasilianus,,3,0,false,,"Florentino Ameghino, Chubut, Argentina",-44.3306089417,-65.2359962533,,,,,,,,false,,,Pinguipes brasilianus,Pinguipes brasilianus,Turco,Actinopterygii,448285,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Trachinoidei,,Pinguipedidae,,,,,Pinguipes,,Pinguipes brasilianus,,,,,,,
54110614,2019/06/12 2:31 PM -0400,2019-06-12,2019-06-12 18:31:00 UTC,Santiago,1573807,gonzalobravopatagonia,Gonzalo Bravo,2020-07-24 00:05:57 UTC,2020-07-24 00:05:57 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/54110614,https://inaturalist-open-data.s3.amazonaws.com/photos/86081083/medium.jpg,,Darwinella,,0,0,false,,"Florentino Ameghino, Chubut, Argentina",-44.3306100817,-65.2359956333,,,,,,,,false,,,Darwinella,Darwinella,,Animalia,485000,Animalia,Porifera,,,Demospongiae,Keratosa,,Dendroceratida,,,Darwinellidae,,,,,Darwinella,,,,,,,,,
54110619,2019/06/12 2:35 PM -0400,2019-06-12,2019-06-12 18:35:00 UTC,Santiago,1573807,gonzalobravopatagonia,Gonzalo Bravo,2020-07-24 00:06:00 UTC,2020-07-24 00:10:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/54110619,https://inaturalist-open-data.s3.amazonaws.com/photos/86081114/medium.jpg,,Arbacia dufresnii,,1,0,false,,"Florentino Ameghino, Chubut, Argentina",-44.3306236267,-65.2359895983,,,,,,,,false,,,Arbacia dufresnii,Arbacia dufresnii,Erizo desnudo verde,Animalia,485402,Animalia,Echinodermata,Echinozoa,,Echinoidea,Euechinoidea,,Arbacioida,,,Arbaciidae,,,,,Arbacia,,Arbacia dufresnii,,,,,,,
54110620,2019/06/12 2:35 PM -0400,2019-06-12,2019-06-12 18:35:00 UTC,Santiago,1573807,gonzalobravopatagonia,Gonzalo Bravo,2020-07-24 00:06:00 UTC,2020-07-24 00:06:00 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/54110620,https://inaturalist-open-data.s3.amazonaws.com/photos/86081140/medium.jpg,,Porifera,,0,0,false,,"Florentino Ameghino, Chubut, Argentina",-44.3306247667,-65.2359896317,,,,,,,,false,,,Porifera,Porifera,Esponjas y Parientes,Animalia,48824,Animalia,Porifera,,,,,,,,,,,,,,,,,,,,,,,
54110622,2019/06/12 2:35 PM -0400,2019-06-12,2019-06-12 18:35:00 UTC,Santiago,1573807,gonzalobravopatagonia,Gonzalo Bravo,2020-07-24 00:06:03 UTC,2020-07-24 00:06:03 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/54110622,https://inaturalist-open-data.s3.amazonaws.com/photos/86081180/medium.jpg,,Porifera,,0,0,false,,"Florentino Ameghino, Chubut, Argentina",-44.3306227383,-65.23599146,,,,,,,,false,,,Porifera,Porifera,Esponjas y Parientes,Animalia,48824,Animalia,Porifera,,,,,,,,,,,,,,,,,,,,,,,
54110626,2019/06/12 2:36 PM -0400,2019-06-12,2019-06-12 18:36:00 UTC,Santiago,1573807,gonzalobravopatagonia,Gonzalo Bravo,2020-07-24 00:06:06 UTC,2020-07-24 00:07:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/54110626,https://inaturalist-open-data.s3.amazonaws.com/photos/86081205/medium.jpg,,Corynactis carnea,,1,0,false,,"Florentino Ameghino, Chubut, Argentina",-44.3306237267,-65.2359902517,,,,,,,,false,,,Corynactis carnea,Corynactis carnea,,Animalia,570294,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Corallimorpharia,,,Corallimorphidae,,,,,Corynactis,,Corynactis carnea,,,,,,,
54110627,2019/06/12 2:38 PM -0400,2019-06-12,2019-06-12 18:38:00 UTC,Santiago,1573807,gonzalobravopatagonia,Gonzalo Bravo,2020-07-24 00:06:06 UTC,2020-07-24 00:06:06 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/54110627,https://inaturalist-open-data.s3.amazonaws.com/photos/86081232/medium.jpg,,Hymenena,,0,0,false,,"Florentino Ameghino, Chubut, Argentina",-44.330620165,-65.2359902583,,,,,,,,false,,,Hymenena,Hymenena,,Plantae,339066,Plantae,Rhodophyta,Eurhodophytina,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,Delesseriaceae,Nitophylloideae,,Cryptopleureae,,Hymenena,,,,,,,,,
54110632,2019/06/12 2:40 PM -0400,2019-06-12,2019-06-12 18:40:00 UTC,Santiago,1573807,gonzalobravopatagonia,Gonzalo Bravo,2020-07-24 00:06:09 UTC,2020-07-24 00:06:09 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/54110632,https://inaturalist-open-data.s3.amazonaws.com/photos/86081251/medium.jpg,,Ascidea,,0,0,false,,"Florentino Ameghino, Chubut, Argentina",-44.330616955,-65.2359924317,,,,,,,,false,,,Ascidiacea,Ascidiacea,Ascidias,Animalia,47811,Animalia,Chordata,Tunicata,,Ascidiacea,,,,,,,,,,,,,,,,,,,,
54110634,2019/06/12 2:43 PM -0400,2019-06-12,2019-06-12 18:43:00 UTC,Santiago,1573807,gonzalobravopatagonia,Gonzalo Bravo,2020-07-24 00:06:13 UTC,2020-07-24 00:06:13 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/54110634,https://inaturalist-open-data.s3.amazonaws.com/photos/86081285/medium.jpg,,Porifera,brag106,0,0,false,,"Florentino Ameghino, Chubut, Argentina",-44.3306207433,-65.235995215,,,,,,,,false,,,Porifera,Porifera,Esponjas y Parientes,Animalia,48824,Animalia,Porifera,,,,,,,,,,,,,,,,,,,,,,,
54110635,2019/06/12 2:44 PM -0400,2019-06-12,2019-06-12 18:44:00 UTC,Santiago,1573807,gonzalobravopatagonia,Gonzalo Bravo,2020-07-24 00:06:13 UTC,2020-07-24 11:25:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/54110635,https://inaturalist-open-data.s3.amazonaws.com/photos/86081314/medium.jpg,,Cycethra verrucosa,,1,0,false,,"Florentino Ameghino, Chubut, Argentina",-44.3306502983,-65.235980815,,,,,,,,false,,,Cycethra verrucosa,Cycethra verrucosa,Estrella blanda de pan de pascua,Animalia,543491,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,Asterinidae,Ganeriinae,,,,Cycethra,,Cycethra verrucosa,,,,,,,
54110637,2019/06/12 4:40 PM -0400,2019-06-12,2019-06-12 20:40:00 UTC,Santiago,1573807,gonzalobravopatagonia,Gonzalo Bravo,2020-07-24 00:06:16 UTC,2020-07-24 02:17:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/54110637,https://inaturalist-open-data.s3.amazonaws.com/photos/86081388/medium.jpg,,Macrocystis pyrifera,,1,0,false,,"Florentino Ameghino, Chubut, Argentina",-44.336013,-65.237597,,,,,,,,false,,,Giant Kelp,Macrocystis pyrifera,Cachiyuyo,Chromista,124748,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,Laminariaceae,,,,,Macrocystis,,Macrocystis pyrifera,,,,,,,
54110638,2019/06/13 10:52 AM -0400,2019-06-13,2019-06-13 14:52:00 UTC,Santiago,1573807,gonzalobravopatagonia,Gonzalo Bravo,2020-07-24 00:06:17 UTC,2020-09-28 00:01:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/54110638,https://inaturalist-open-data.s3.amazonaws.com/photos/86081422/medium.jpg,,Tonicia,,3,0,false,,"Florentino Ameghino, Chubut, Argentina",-44.307354,-65.255343,,,,,,,,false,,,Tonicia naranja,Tonicia lebruni,Tonicia naranja,Mollusca,748483,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Chitonina,Chitonoidea,Chitonidae,Toniciinae,,,,Tonicia,,Tonicia lebruni,,,,,,,
54110639,2019/06/13 11:13 AM -0400,2019-06-13,2019-06-13 15:13:00 UTC,Santiago,1573807,gonzalobravopatagonia,Gonzalo Bravo,2020-07-24 00:06:17 UTC,2022-03-13 04:33:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/54110639,https://inaturalist-open-data.s3.amazonaws.com/photos/86081534/medium.jpg,,Trophon geversianus,,2,0,false,,"Florentino Ameghino, Chubut, Argentina",-44.307354,-65.255343,,,,,,,,false,,,Trophon geversianus,Trophon geversianus,,Mollusca,424167,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Muricoidea,Muricidae,Trophoninae,,,,Trophon,,Trophon geversianus,,,,,,,
54110642,2019/06/13 11:16 AM -0400,2019-06-13,2019-06-13 15:16:00 UTC,Santiago,1573807,gonzalobravopatagonia,Gonzalo Bravo,2020-07-24 00:06:19 UTC,2020-08-26 12:33:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/54110642,https://inaturalist-open-data.s3.amazonaws.com/photos/86081568/medium.jpg,,Ovalipes trimaculatus,,2,0,false,,"Florentino Ameghino, Chubut, Argentina",-44.307354,-65.255343,,,,,,,,false,,,Ovalipes trimaculatus,Ovalipes trimaculatus,Cangrejo Nadador,Animalia,372508,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Portunoidea,Geryonidae,Ovalipinae,,,,Ovalipes,,Ovalipes trimaculatus,,,,,,,
54110643,2019/06/13 11:24 AM -0400,2019-06-13,2019-06-13 15:24:00 UTC,Santiago,1573807,gonzalobravopatagonia,Gonzalo Bravo,2020-07-24 00:06:21 UTC,2020-08-26 12:32:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/54110643,https://inaturalist-open-data.s3.amazonaws.com/photos/86081622/medium.jpg,,Ovalipes trimaculatus,,2,0,false,,"Florentino Ameghino, Chubut, Argentina",-44.307354,-65.255343,,,,,,,,false,,,Ovalipes trimaculatus,Ovalipes trimaculatus,Cangrejo Nadador,Animalia,372508,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Portunoidea,Geryonidae,Ovalipinae,,,,Ovalipes,,Ovalipes trimaculatus,,,,,,,
54110644,2019/06/13 11:25 AM -0400,2019-06-13,2019-06-13 15:25:00 UTC,Santiago,1573807,gonzalobravopatagonia,Gonzalo Bravo,2020-07-24 00:06:21 UTC,2020-07-24 00:07:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/54110644,https://inaturalist-open-data.s3.amazonaws.com/photos/86081652/medium.jpg,,Metridium senile,,1,0,false,,"Florentino Ameghino, Chubut, Argentina",-44.307354,-65.255343,,,,,,,,false,,,Plumose Anemone,Metridium senile,Anémona plumosa,Animalia,49071,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,Metridioidea,Metridiidae,,,,,Metridium,,Metridium senile,,,,,,,
54110646,2019/06/13 11:25 AM -0400,2019-06-13,2019-06-13 15:25:00 UTC,Santiago,1573807,gonzalobravopatagonia,Gonzalo Bravo,2020-07-24 00:06:23 UTC,2020-08-28 02:31:43 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/54110646,https://inaturalist-open-data.s3.amazonaws.com/photos/86081670/medium.jpg,,Pagurus,,0,0,false,,"Florentino Ameghino, Chubut, Argentina",-44.307354,-65.255343,,,,,,,,false,,,Pagurus,Pagurus,,Animalia,48173,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Paguroidea,Paguridae,,,,,Pagurus,,,,,,,,,
54110648,2019/06/13 11:28 AM -0400,2019-06-13,2019-06-13 15:28:00 UTC,Santiago,1573807,gonzalobravopatagonia,Gonzalo Bravo,2020-07-24 00:06:24 UTC,2022-11-18 13:16:16 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/54110648,https://inaturalist-open-data.s3.amazonaws.com/photos/86081705/medium.jpg,,Pyropia columbina,,1,0,false,,"Florentino Ameghino, Chubut, Argentina",-44.307354,-65.255343,,,,,,,,false,,,Pyropia columbina,Pyropia columbina,,Plantae,737189,Plantae,Rhodophyta,Eurhodophytina,,Bangiophyceae,,,Bangiales,,,Bangiaceae,,,,,Pyropia,,Pyropia columbina,,,,,,,
54110650,2019/06/13 11:29 AM -0400,2019-06-13,2019-06-13 15:29:00 UTC,Santiago,1573807,gonzalobravopatagonia,Gonzalo Bravo,2020-07-24 00:06:25 UTC,2022-04-06 04:11:03 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/54110650,https://inaturalist-open-data.s3.amazonaws.com/photos/86081732/medium.jpg,,Serolis,,1,0,false,,"Florentino Ameghino, Chubut, Argentina",-44.307354,-65.255343,,,,,,,,false,,,Serolis,Serolis,,Animalia,628347,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Sphaeromatidea,Seroloidea,Serolidae,,,,,Serolis,,,,,,,,,
54179888,2019/04/21 5:37 PM -0400,2019-04-21,2019-04-21 21:37:00 UTC,Santiago,1573807,gonzalobravopatagonia,Gonzalo Bravo,2020-07-24 17:44:27 UTC,2023-01-06 18:57:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/54179888,https://inaturalist-open-data.s3.amazonaws.com/photos/86192656/medium.jpg,,"",,2,0,false,,"Florentino Ameghino, Chubut, Argentina",-44.804956,-65.689206,,,,,,,,false,,,Swarming Squat Lobster,Grimothea gregaria,Langostino de los canales,Animalia,1439273,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Galatheoidea,Munididae,,,,,Grimothea,,Grimothea gregaria,,,,,,,
54179889,2019/04/21 5:38 PM -0400,2019-04-21,2019-04-21 21:38:00 UTC,Santiago,1573807,gonzalobravopatagonia,Gonzalo Bravo,2020-07-24 17:44:27 UTC,2023-01-06 18:57:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/54179889,https://inaturalist-open-data.s3.amazonaws.com/photos/86192765/medium.jpg,,"",,3,0,false,,"Florentino Ameghino, Chubut, Argentina",-44.804956,-65.689206,,,,,,,,false,,,Swarming Squat Lobster,Grimothea gregaria,Langostino de los canales,Animalia,1439273,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Galatheoidea,Munididae,,,,,Grimothea,,Grimothea gregaria,,,,,,,
